"","POLY_ID","MEDHVAL","PCTBACHMOR","MEDHHINC","PCTVACANT","PCTSINGLES","cluster"
"1304",1304,21400,9.8726,18229,10.4396,15.9341,1
"1305",1305,39900,5.4,27031,5.3333,2.4,1
"1306",1306,57400,10.7635,45104,6.4877,10.2908,1
"1307",1307,38500,4.3373,31458,19.917,0,1
"1308",1308,38900,6.6079,33100,19.5467,7.6487,1
"1309",1309,41600,0,30556,12.6087,18.6957,1
"1310",1310,54800,13.2791,39167,0,5.0251,1
"1311",1311,49200,6.3877,40326,8.8372,0,1
"1312",1312,43500,12.2029,32679,6.4039,5.4187,1
"1313",1313,53900,19.6078,28352,10.9649,8.3333,1
"1314",1314,58500,6.2171,26250,56.6766,2.819,1
"1315",1315,57300,17.4658,47891,0,20.3883,1
"1316",1316,56300,12.1359,24722,25.8621,9.4828,1
"1317",1317,48900,15.864,24788,8.0169,0,1
"1318",1318,54900,10.0437,30216,4.4983,13.4948,1
"1319",1319,38500,10.6729,40250,6.9343,6.2044,1
"1320",1320,41300,4.5455,9922,12.6437,9.7701,1
"1321",1321,33100,1.2937,25347,8.7475,1.7893,1
"1322",1322,43600,7.1667,30139,24.3176,2.2333,1
"1323",1323,46800,3.2986,23750,12.8146,1.8307,1
"1324",1324,51000,5.3726,16140,22.8381,2.8825,1
"1325",1325,46400,12.5604,35208,24.2424,0,1
"1326",1326,48000,4.4077,26850,7.9007,3.6117,1
"1327",1327,46500,3.4951,31071,5.8104,9.4801,1
"1328",1328,38700,3.4833,32946,13.2251,4.8724,1
"1329",1329,45000,0,14792,56.5217,0,1
"1330",1330,35800,0,27656,19.8529,18.3824,1
"1331",1331,25900,0,17188,5.6452,5.6452,1
"1332",1332,45300,9.1266,34076,7.4766,13.7072,1
"1333",1333,42900,0,34018,22.7848,8.0169,1
"1334",1334,53100,9.4059,21286,5.1724,16.3793,1
"1335",1335,49500,6.3776,36364,10.4167,12.9167,1
"1336",1336,39200,8.9253,37778,10.9756,4.2683,1
"1337",1337,45800,7.0492,21121,11.809,12.5628,1
"1338",1338,45100,9.7561,23833,10.5051,9.899,1
"1339",1339,41200,5.4,28795,8.6154,20.3077,1
"1340",1340,41400,7.5472,29955,7.4074,6.6667,1
"1341",1341,50700,1.5823,27760,5.9361,11.8721,1
"1342",1342,27300,10.3659,17054,6.5574,15.5738,1
"1343",1343,46900,10.4972,25682,11.9048,11.9048,1
"1344",1344,33400,2.7344,16000,6.5574,13.1148,1
"1345",1345,40700,8.805,29500,6.1453,13.4078,1
"1346",1346,38100,4.1045,22604,10.219,14.5985,1
"1347",1347,40400,6.3966,31875,5.9055,7.874,1
"1348",1348,36500,0,18618,10.4396,10.989,1
"1349",1349,30000,6.3872,20163,13.8462,16.6667,1
"1350",1350,46100,5.3125,17321,3.9409,28.0788,1
"1351",1351,46700,7.7228,27826,13.961,4.2208,1
"1352",1352,41600,21.4679,24476,9.375,3.9063,1
"1353",1353,42200,6.8627,23594,6.6414,6.0721,1
"1354",1354,41100,0,26393,7.2438,11.4841,1
"1355",1355,44600,4.7904,28250,8.4239,7.337,1
"1356",1356,45100,7.9295,29698,4.6025,4.1841,1
"1357",1357,39400,2.7397,29464,6.0311,2.7237,1
"1358",1358,43800,4.2614,24130,9.324,12.3543,1
"1359",1359,44000,10.3896,20139,13.3621,6.4655,1
"1360",1360,62400,4.9628,28906,6.6964,14.2857,1
"1361",1361,57800,16.2011,36544,2.4064,1.8717,1
"1362",1362,59800,8.6735,45481,0,11.7949,1
"1363",1363,64400,10.1053,42250,3.6,0,1
"1364",1364,43700,3.609,21979,15.9574,10,1
"1365",1365,61100,2.2923,37596,3.1674,0,1
"1366",1366,56100,16.4384,33750,4,14,1
"1367",1367,51800,8.2803,34226,8.3682,17.9916,1
"1368",1368,55600,13,34423,11.3537,3.4934,1
"1369",1369,58700,7.0529,41316,3.1963,5.4795,1
"1370",1370,46900,8.1535,40741,5.1282,14.9573,1
"1371",1371,52000,13.3721,37125,9.0278,9.375,1
"1372",1372,60900,5.8462,18125,15.4074,12.8889,1
"1373",1373,49900,7.7315,28824,8.9474,9.4737,1
"1374",1374,78700,13.1749,43194,6.4516,3.9427,1
"1375",1375,94100,12.3596,73438,0,9.4118,2
"1376",1376,54200,8.3507,34167,6.4815,1.3889,1
"1377",1377,40200,9.3541,22813,14.5329,18.3391,1
"1378",1378,41000,19.0476,29583,10,3.8889,1
"1379",1379,40200,8.577,17321,24.94,21.1031,1
"1380",1380,32300,5.364,15500,18.7215,13.242,1
"1381",1381,36600,13.8298,12375,7.6923,20.7692,1
"1382",1382,36800,5.7143,20370,18.0272,13.2653,1
"1383",1383,37400,8.5911,19688,17.7419,19.3548,1
"1384",1384,27300,1.0753,25455,7.6677,3.1949,1
"1385",1385,47700,4.507,16528,17.3913,19.1304,1
"1386",1386,22400,2.1739,22161,18.4615,7.6923,1
"1387",1387,58600,8.3851,28144,9.6535,9.1584,1
"1388",1388,75000,15.7895,24118,7.5,17.5,1
"1389",1389,37500,6.1404,34318,0,6.9444,1
"1390",1390,47400,5.3963,27361,13.1765,6.1176,1
"1391",1391,31000,9.0604,23214,10.0529,3.7037,1
"1392",1392,50400,4.9815,31731,3.0928,5.1546,1
"1393",1393,42400,1.3722,31830,7.5949,6.5823,1
"1394",1394,34100,0,28542,11.9048,3.1746,1
"1395",1395,40300,10.8527,24583,8.0925,6.9364,1
"1396",1396,40800,7.6063,19792,9.9448,8.5635,1
"1397",1397,45000,12.1076,19345,4.4586,0,1
"1398",1398,38300,6.383,21307,5.8091,0,1
"1399",1399,36600,6.25,25909,14.3603,4.4386,1
"1400",1400,39400,1.1236,20469,9.0909,6.25,1
"1401",1401,36000,9.0226,12000,6.4935,20.7792,1
"1402",1402,35000,9.7324,21094,3.2864,13.1455,1
"1403",1403,33200,1.5203,14853,14.4989,6.823,1
"1404",1404,56600,16.6667,41250,0.8584,0,1
"1405",1405,38500,8.3969,20750,3.0303,2.2039,1
"1406",1406,33300,7.8767,18854,23.7251,8.204,1
"1407",1407,34700,12.0301,24896,37.5546,17.0306,1
"1408",1408,44100,4.8649,35750,15.625,4.6875,1
"1409",1409,38100,2.8777,17756,8.311,2.681,1
"1410",1410,39200,13.093,25392,16.4634,11.3415,1
"1411",1411,38900,0,22500,15.4856,2.8871,1
"1412",1412,47500,11.6142,27813,21.8137,1.9608,1
"1413",1413,55200,15.1268,21728,13.2716,3.1893,1
"1414",1414,57600,12.959,35457,9.7792,23.6593,1
"1415",1415,59200,12.5201,37750,8.0925,19.0751,1
"1416",1416,89000,12.6016,43214,0,21.0526,1
"1417",1417,76300,27,64844,1.9481,2.9221,2
"1418",1418,52400,7.1895,37188,14.0704,0,1
"1419",1419,49700,6.7976,27852,9.4456,9.4456,1
"1420",1420,54100,8.9219,40431,5.5662,8.6372,1
"1421",1421,75000,39.3189,47105,1.2048,4.0161,2
"1422",1422,94500,4.8673,39875,0.8403,13.4454,1
"1423",1423,57000,11.0692,45238,6.9498,4.8263,1
"1424",1424,53400,12.854,39423,9.4961,3.876,1
"1425",1425,55700,1.9444,15208,0,6.746,1
"1426",1426,49300,5.8559,30250,9.3525,0,1
"1427",1427,48000,8.1206,35727,4.2105,5.614,1
"1428",1428,52700,10.9162,30069,3.8596,2.807,1
"1429",1429,63600,7.2356,40216,0,5.8659,1
"1430",1430,48100,7.9137,23894,20.4301,0,1
"1431",1431,48900,5.0685,32330,16.3265,2.0408,1
"1432",1432,47200,3.0686,24167,3.6313,3.9106,1
"1433",1433,58800,17,31685,15.2466,10.7623,1
"1434",1434,72400,15.1179,26955,6.0109,7.286,1
"1435",1435,53200,15.304,37250,4.4218,3.9116,1
"1436",1436,52000,6.9193,34922,6.4815,2.5132,1
"1437",1437,58400,7.3446,34348,6.8311,13.093,1
"1438",1438,81900,22.5263,41154,5.0725,19.9275,1
"1439",1439,58500,13.6182,35200,6.9767,6.3425,1
"1440",1440,59900,13.9219,35990,2.9178,4.5093,1
"1441",1441,61700,18.5286,45769,0,2.2624,1
"1442",1442,83000,9.9746,31848,4.2017,2.8011,1
"1443",1443,66000,5.5804,41750,5.4422,0,1
"1444",1444,71900,15.0602,30943,6.2706,15.1815,1
"1445",1445,62700,13.4328,34205,4.7022,10.6583,1
"1446",1446,77300,22.7898,41964,6.7485,14.1104,1
"1447",1447,77000,17.7966,50745,6.2678,23.0769,2
"1448",1448,68400,9.5238,33889,0,0,1
"1449",1449,82200,22.449,50625,11.5538,18.3267,1
"1450",1450,87000,16.3934,25595,8.1996,16.221,1
"1451",1451,86800,16.9456,38696,3.5971,27.6978,1
"1452",1452,79800,20.0688,36034,5.1948,4.7078,1
"1453",1453,83200,19.8547,44375,6.3745,17.1315,1
"1454",1454,98300,32.5342,58500,0,41.3408,2
"1455",1455,96800,35.9922,59737,3.5573,13.0435,2
"1456",1456,85200,19.1155,61136,0,8.5427,2
"1457",1457,86700,21.9802,32262,3.7543,20.8191,1
"1458",1458,89500,9.6774,43819,4.8223,19.2893,1
"1459",1459,68100,22.9102,42750,2.6882,6.9892,1
"1460",1460,67200,9.4567,44766,3.9216,0,1
"1461",1461,70600,16.9271,28958,4.4834,1.9493,1
"1462",1462,101700,12.7072,45556,4.0161,15.261,1
"1463",1463,84500,17.2277,58125,4.947,11.6608,1
"1464",1464,116400,19.8276,45179,0,60.5839,2
"1465",1465,112500,14.0741,32679,6.8182,88.6364,2
"1466",1466,67300,16.6667,41250,8.8757,7.3964,1
"1467",1467,78900,24.4966,40865,0,14.5833,1
"1468",1468,81700,25.8206,29091,0,13.7931,1
"1469",1469,84900,11.0638,42109,0,7.3973,1
"1470",1470,82000,22.906,41563,6.8421,8.6842,1
"1471",1471,56800,7.6462,37500,6.8075,10.3286,1
"1472",1472,60300,9.8814,39500,6.1151,0,1
"1473",1473,57400,13.6473,34087,5.423,0,1
"1474",1474,62400,13.2005,39412,6.5292,3.7801,1
"1475",1475,60700,15.2364,43019,3.794,4.878,1
"1476",1476,55400,2.1898,35273,10.3321,2.214,1
"1477",1477,58400,9.9609,46806,3.2967,0,1
"1478",1478,61900,7.7938,37895,6.7568,0,1
"1479",1479,55700,20.2492,27019,7.2727,6.5455,1
"1480",1480,56700,9.5238,38869,6.9277,3.012,1
"1481",1481,62200,21.6028,37656,0,0,1
"1482",1482,58000,14.3951,37500,6.6826,1.432,1
"1483",1483,62900,13.4045,44615,5.9574,3.4043,1
"1484",1484,72900,11.6667,30909,0,0,1
"1485",1485,62400,14.382,43365,5.4945,0,1
"1486",1486,65400,20.7576,34135,4.336,4.878,1
"1487",1487,58300,20.9337,36912,5.2192,0,1
"1488",1488,61200,19.8686,46250,7.027,10,1
"1489",1489,58600,19.9262,31818,5.2786,0,1
"1490",1490,59600,14.1026,29236,5.0955,3.5032,1
"1491",1491,63800,12.8778,40385,1.9027,2.537,1
"1492",1492,65600,10.4077,31435,3.8182,6.5455,1
"1493",1493,65400,14.0299,30625,0,5.6604,1
"1494",1494,62000,15.3215,28571,3.8724,4.1002,1
"1495",1495,63800,22.187,32765,11.7962,6.1662,1
"1496",1496,61900,8.1633,32917,7.5875,9.144,1
"1497",1497,61900,15.4567,47083,3.7549,1.1858,1
"1498",1498,62900,14.058,37574,3.6954,0,1
"1499",1499,69500,13.2009,39861,7.9505,1.5901,1
"1500",1500,72900,15.0259,35577,6.5109,1.3356,1
"1501",1501,78300,21.202,42500,1.3774,3.0303,1
"1502",1502,74600,21.966,47422,4.375,0,1
"1503",1503,71200,4.0783,30640,2.6648,1.122,1
"1504",1504,80800,20.9459,35313,6.6015,0,1
"1505",1505,71400,15.2203,45313,4.2424,6.8687,1
"1506",1506,73100,18.2493,40238,1.8913,0,1
"1507",1507,74600,12.3003,53125,8.0292,0,1
"1508",1508,72200,9.713,39545,3.3088,0,1
"1509",1509,58100,6.0827,34583,0,0,1
"1510",1510,59200,11.8943,43988,7.197,0,1
"1511",1511,66900,12,34458,4.7059,0,1
"1512",1512,72200,13.1757,44196,5.2023,0,1
"1513",1513,74500,17.7725,31806,0,3.6,1
"1514",1514,78500,7.6923,46429,3.0211,3.6254,1
"1515",1515,69900,8.4211,33281,2.5862,0,1
"1516",1516,61700,8.5437,24907,5.3125,0,1
"1517",1517,52600,13.4615,26623,3.4934,0,1
"1518",1518,62400,14.7815,37022,3.7475,4.3393,1
"1519",1519,59700,4.1333,42222,5.3498,2.0576,1
"1520",1520,65500,11.1351,50000,5.5077,0,1
"1521",1521,63300,9.0909,33235,2.0134,0,1
"1522",1522,56200,15.6398,36979,6.4593,2.3923,1
"1523",1523,56300,14.5125,31830,1.5504,0,1
"1524",1524,59600,9.5339,35568,3.5948,0,1
"1525",1525,63700,14.2857,28802,11.7904,2.6201,1
"1526",1526,62700,6.0698,42386,4.6229,6.0827,1
"1527",1527,59100,7.5391,38446,7.7951,10.6904,1
"1528",1528,59600,11.3173,31579,3.2154,23.7942,1
"1529",1529,56300,10.8696,36298,7.5758,17.803,1
"1530",1530,55300,6.4327,36339,8.6957,4.3478,1
"1531",1531,50000,17.6923,40521,0,4.7337,1
"1532",1532,64600,5.0725,36742,5.6075,4.6729,1
"1533",1533,62900,8.958,39653,1.1561,3.1792,1
"1534",1534,57500,6.4607,34408,4.7059,0,1
"1535",1535,61300,4.6589,28421,3.0581,5.1988,1
"1536",1536,58100,4.7468,35556,5.7831,1.4458,1
"1537",1537,56200,0,27000,5.314,3.8647,1
"1538",1538,56300,16.3978,33750,0,4.4693,1
"1539",1539,56500,5.9545,39118,4.3373,2.1687,1
"1540",1540,58200,3.3333,29943,7.2848,6.6225,1
"1541",1541,51800,5.7576,43266,13.8173,9.1335,1
"1542",1542,62300,6.25,24205,9.6234,22.1757,1
"1543",1543,48700,11.5044,27045,10.9415,7.3791,1
"1544",1544,50300,13.5647,20192,11.4679,15.5963,1
"1545",1545,40800,0,31250,10.1449,10.1449,1
"1546",1546,55200,4.7101,41528,8.6486,3.7838,1
"1547",1547,51400,12.9676,30250,6.4516,2.8226,1
"1548",1548,55700,3.5398,32115,11.4504,10.3053,1
"1549",1549,49000,3.066,23036,7.0234,9.3645,1
"1550",1550,52700,4.0184,36111,4.5775,1.9366,1
"1551",1551,76100,11.7216,27708,0,13.6872,1
"1552",1552,77900,18.1818,33421,8.4158,16.3366,1
"1553",1553,62100,15.4605,41528,19.8276,2.5862,1
"1554",1554,46900,8.7336,26875,16.2069,10.3448,1
"1555",1555,53100,19.0476,30417,19.788,20.8481,1
"1556",1556,47500,6.993,31607,9.292,0,1
"1557",1557,61500,8.0483,36100,5.5105,4.2139,1
"1558",1558,70900,19.0751,51063,8.1325,6.6265,1
"1559",1559,67600,10.6084,44471,8.0402,2.2613,1
"1560",1560,73400,5.0781,36974,0,15.2318,1
"1561",1561,64400,8.3333,45809,3.9683,5.9524,1
"1562",1562,57300,10.7456,31793,8,7,1
"1563",1563,65000,24.6377,30278,10.5769,8.6538,1
"1564",1564,59500,11.5854,23667,5.4795,6.8493,1
"1565",1565,68700,7.4681,34281,2.3102,19.1419,1
"1566",1566,40700,0,22679,0,0,1
"1567",1567,28400,8.1395,27750,0,34.2857,1
"1568",1568,56300,4.7718,25781,11.9658,12.2507,1
"1569",1569,50500,8.3051,34722,11.9534,14.5773,1
"1570",1570,52900,5.9459,39276,4.0598,4.9145,1
"1571",1571,81500,12.5786,30909,6.8536,17.757,1
"1572",1572,80300,10.8541,39167,4.6784,10.8187,1
"1573",1573,60700,6.2099,30875,8.1272,0,1
"1574",1574,62000,7.3123,35469,3.0508,0,1
"1575",1575,61300,7.0254,32019,6.7114,2.9083,1
"1576",1576,44200,6.5744,23611,14.4928,0,1
"1577",1577,59400,12.3236,40112,5.4054,12.6126,1
"1578",1578,67600,6.7114,31587,0,0,1
"1579",1579,58100,7.438,34453,3.8596,0,1
"1580",1580,57200,5.9701,38068,4.4601,0,1
"1581",1581,65100,25.9098,31667,8.6168,3.6281,1
"1582",1582,64600,9.9842,29643,8.6168,6.576,1
"1583",1583,67700,12.7778,35714,2.994,10.1796,1
"1584",1584,71700,17.5066,42258,4.6053,5.2632,1
"1585",1585,70000,21.1353,39855,6.3319,1.9651,1
"1586",1586,74900,22.9448,40375,4.486,1.3084,1
"1587",1587,80600,13.7369,44375,1.7274,0,1
"1588",1588,83000,11.491,31429,5.1622,9.587,1
"1589",1589,82600,29.5455,35577,10.0402,2.4096,1
"1590",1590,90900,10.0858,54792,0,6.2241,1
"1591",1591,91400,19.5335,43929,0,3.1847,1
"1592",1592,96000,26.1329,51250,3.6176,6.2016,2
"1593",1593,90900,11.4499,24077,4.2945,3.5276,1
"1594",1594,98900,20.6532,39911,3.577,28.9269,2
"1595",1595,120900,27.3885,59286,2.5641,79.4872,2
"1596",1596,100700,31.8095,36136,3.4682,30.6358,2
"1597",1597,95100,19.6927,55417,0,24.4444,2
"1598",1598,86500,18.6935,27610,4.329,6.4935,1
"1599",1599,83800,19.1052,32964,4.9236,0,1
"1600",1600,99000,25.062,44444,3.3195,18.6722,2
"1601",1601,84500,10.8548,36528,4.7273,8,1
"1602",1602,85700,22.8261,36210,3.1359,5.5749,1
"1603",1603,86800,13.7019,33421,3.6885,14.7541,1
"1604",1604,79900,13.615,47431,3.4091,4.9242,1
"1605",1605,88000,26.0989,45607,3.527,9.1286,1
"1606",1606,95200,18.5185,40647,7.3903,27.0208,1
"1607",1607,88100,12.536,53500,2.2831,34.9315,2
"1608",1608,91500,17.9158,28882,4.5191,8.8065,1
"1609",1609,108000,16.8919,34583,4.2386,14.4427,1
"1610",1610,104400,18.2186,48103,4.8485,23.6364,2
"1611",1611,91500,22.8867,23151,3.5593,6.1017,1
"1612",1612,86000,23.4828,31875,6.1856,12.3711,1
"1613",1613,91300,31.2024,45417,4.4118,10.8824,2
"1614",1614,83800,19.596,43281,5.178,10.0324,1
"1615",1615,102900,17.5345,40906,4.0816,10.8418,1
"1616",1616,85000,22.1111,50278,0,1.9417,1
"1617",1617,83100,20.9516,30721,3.9474,1.3158,1
"1618",1618,95800,21.5034,28896,1.0806,0.7859,1
"1619",1619,95000,11.6046,28750,7.7844,16.9661,1
"1620",1620,87600,16.7033,36172,4.1353,32.3308,1
"1621",1621,88700,12,46992,6.7633,20.7729,1
"1622",1622,86900,11.6603,39643,0,17.5115,1
"1623",1623,109800,20.0686,36417,3.183,38.1963,2
"1624",1624,93000,21.8713,31622,9.0323,18.2258,1
"1625",1625,97800,23.3564,63750,1.3468,25.9259,2
"1626",1626,111100,15.204,47446,2.2113,23.8329,2
"1627",1627,93200,15.7609,45357,3.1792,18.7861,1
"1628",1628,102600,11.8143,34667,0,67.1815,2
"1629",1629,119100,21.2891,38750,2.8939,38.5852,2
"1630",1630,94100,16.2621,25583,4.0453,11.3269,1
"1631",1631,109000,14.5329,39167,4.6243,23.1214,1
"1632",1632,118600,42.4242,36406,8.2251,23.5931,2
"1633",1633,95800,16.129,55500,5.3269,14.0436,2
"1634",1634,102400,22.4313,40208,2.7197,6.9038,1
"1635",1635,113200,29.454,44196,2.9026,5.3905,2
"1636",1636,124000,6.1224,68750,8.3333,54.1667,2
"1637",1637,117400,23.7945,36354,2.9948,25.7813,2
"1638",1638,99500,16.5733,49295,2.1442,41.9103,2
"1639",1639,116100,24.3243,60638,1.4907,44.8447,2
"1640",1640,169000,45.0472,78825,0,100,2
"1641",1641,170100,42.4121,86214,0.6726,97.5336,2
"1642",1642,94700,24.8665,30307,3.9519,4.1237,1
"1643",1643,95300,25.5007,23571,3.864,7.0582,1
"1644",1644,83300,37.7788,41345,3.0636,8.1697,2
"1645",1645,110900,19.0951,28229,3.3688,1.0638,1
"1646",1646,100300,17.5206,52353,1.9672,6.776,1
"1647",1647,93100,12.6528,40019,3.901,1.3321,1
"1648",1648,89100,9.2199,38466,3.1524,10.5079,1
"1649",1649,88300,10.3496,40709,3.8119,3.1766,1
"1650",1650,99900,12.1377,56103,2.3669,1.7751,1
"1651",1651,141400,27.5936,55714,1.6393,93.4426,2
"1652",1652,14600,11.5216,34821,3.1818,2.9545,1
"1653",1653,80300,13.1555,46384,1.7405,0,1
"1654",1654,83000,17.4,35396,5.3162,1.5582,1
"1655",1655,96800,21.6832,46944,2.673,55.5031,2
"1656",1656,87100,9.1049,49500,1.7143,50,2
"1657",1657,93800,13.9485,43906,0,95.4955,2
"1658",1658,101600,20.4908,41736,0.9195,19.7701,2
"1659",1659,92100,12.7241,40707,5.7143,4.2365,1
"1660",1660,94800,15.2207,39722,4.0964,6.747,1
"1661",1661,58600,4.8462,22208,10.4603,5.8577,1
"1662",1662,66300,9.5179,40877,4.6103,8.3425,1
"1663",1663,69300,3.0888,32546,6.1224,9.0379,1
"1664",1664,75500,9.4945,31773,7.0796,7.6106,1
"1665",1665,85800,22.6781,36354,4.5433,5.2388,1
"1666",1666,86500,15.6315,52019,3.7199,30.4158,2
"1667",1667,94400,23.3516,56034,3.2727,21.4545,2
"1668",1668,121400,20.3455,47308,0,64.4444,2
"1669",1669,111200,6.2661,41518,4.4248,51.3274,2
"1670",1670,84600,6.8759,51920,3.3613,2.9412,1
"1671",1671,82800,7.4031,45984,0,0,1
"1672",1672,92400,13.1295,43672,8.4211,0,1
"1673",1673,87600,17.234,43289,2.7778,2.4573,1
"1674",1674,93800,12.0325,42660,2.5641,16.3343,1
"1675",1675,100300,21.2514,50809,4.1026,21.1282,2
"1676",1676,133200,18.8427,35652,3.9521,42.515,2
"1677",1677,109600,25,28342,3.1405,6.5289,1
"1678",1678,103200,23.4593,34464,3.0928,14.9088,1
"1679",1679,142200,20.0903,37787,3.2735,53.0095,2
"1680",1680,148700,20.7101,50956,0,100,2
"1681",1681,101800,18.5574,43393,2.332,21.5364,2
"1682",1682,155400,28.6541,58750,0,92.236,2
"1683",1683,100700,31.4884,41479,2.7074,2.8821,1
"1684",1684,101200,26.7925,32283,4.3077,0.9231,1
"1685",1685,95700,32.6408,27778,5.3261,0.6522,1
"1686",1686,90400,22.49,29202,5.0909,4,1
"1687",1687,112000,15.6408,46944,3.038,55.1899,2
"1688",1688,108300,27.1978,47273,0,12.9808,2
"1689",1689,112900,38.88,75584,0,12.1818,2
"1690",1690,130300,17.3246,49450,0.4348,64.3478,2
"1691",1691,103800,25.9695,45781,2.7381,20.3571,2
"1692",1692,116000,23.4269,38214,1.2079,30.1984,2
"1693",1693,121200,21.4478,45539,2.4857,38.8145,2
"1694",1694,93000,22.1076,51328,10.322,5.1197,1
"1695",1695,106600,21.6596,52500,0,97.5741,2
"1696",1696,88300,13.9253,39861,3.1175,1.279,1
"1697",1697,87200,19.9301,49663,0,0,1
"1698",1698,87000,9.98,56034,1.4085,0,1
"1699",1699,86000,16.5477,48750,2.9919,2.4166,1
"1700",1700,99100,15.7895,51406,0,9.3651,1
"1701",1701,116400,17.9786,70982,2.0089,45.7589,2
"1702",1702,88000,14.0432,57917,4.0476,9.7619,1
"1703",1703,85500,6.9683,45694,5.3659,4.5528,1
"1704",1704,97900,14.143,46724,1.3532,7.5778,1
"1705",1705,135700,39.2473,86182,0,51.0989,2
"1706",1706,95200,15.6956,67656,2.0942,0,2
"1707",1707,91400,21.3202,65650,2.8381,20.2003,2
"1708",1708,87800,11.5922,56806,3.9851,0.9963,1
"1709",1709,80700,14.7826,43988,4.291,7.8358,1
"1710",1710,80300,4.9724,50750,4.5792,7.0545,1
"1711",1711,89600,13.6828,44926,1.8735,8.4309,1
"1712",1712,89400,8.8688,61944,0,1.5152,1
"1713",1713,86600,12.7451,48333,1.0084,1.0084,1
"1714",1714,89800,15.5268,59302,0.7874,1.7717,1
"1715",1715,95000,5.8219,51250,0,0,1
"1716",1716,112300,19.724,56506,0,24.565,2
"1717",1717,137000,25.579,42329,5.1948,26.1738,2
"1718",1718,131800,31.7159,42348,5.0887,38.0879,2
"1719",1719,149500,21.8816,62353,0,64.6809,2
"1720",1720,223800,76.951,87027,0,2.0151,2
